URL,filename,device_class,device_count,market_class,market_volume,prognosis_year,publication_year,authorship_class
https://www.postscapes.com/wp-content/uploads/2018/03/postscapes-harbor-iot-infographics-compressor.jpg,file2_postscapes-harbor-iot-infographics-compressor.txt,device,2000000000,,,2014,,company
https://www.postscapes.com/wp-content/uploads/2018/03/postscapes-harbor-iot-infographics-compressor.jpg,file2_postscapes-harbor-iot-infographics-compressor.txt,device,8000000000,,,2020,,company
https://www.postscapes.com/wp-content/uploads/2018/03/postscapes-harbor-iot-infographics-compressor.jpg,file2_postscapes-harbor-iot-infographics-compressor.txt,home(consumer),3700000,,,2020,,company
https://www.postscapes.com/wp-content/uploads/2018/03/postscapes-harbor-iot-infographics-compressor.jpg,file2_postscapes-harbor-iot-infographics-compressor.txt,"Body (Health)",360000000,,,2020,,company
https://www.postscapes.com/wp-content/uploads/2018/03/postscapes-harbor-iot-infographics-compressor.jpg,file2_postscapes-harbor-iot-infographics-compressor.txt,"Transport (Mobility)",392000000,,,2020,,company
https://www.postscapes.com/wp-content/uploads/2018/03/postscapes-harbor-iot-infographics-compressor.jpg,file2_postscapes-harbor-iot-infographics-compressor.txt," Cities (Industry)",1500000,,,2020,,company
https://www.postscapes.com/wp-content/uploads/2018/03/postscapes-harbor-iot-infographics-compressor.jpg,file2_postscapes-harbor-iot-infographics-compressor.txt,,,home(consumer),79000000000,2014,,company
https://www.postscapes.com/wp-content/uploads/2018/03/postscapes-harbor-iot-infographics-compressor.jpg,file2_postscapes-harbor-iot-infographics-compressor.txt,,,"Body (Health)",6000000000,2014,,company
https://www.postscapes.com/wp-content/uploads/2018/03/postscapes-harbor-iot-infographics-compressor.jpg,file2_postscapes-harbor-iot-infographics-compressor.txt,,,"Transport (Mobility)",10000000000,2014,,company
https://www.postscapes.com/wp-content/uploads/2018/03/postscapes-harbor-iot-infographics-compressor.jpg,file2_postscapes-harbor-iot-infographics-compressor.txt,,," Cities (Industry)",59000000000,2014,,company
https://www.postscapes.com/wp-content/uploads/2018/03/postscapes-harbor-iot-infographics-compressor.jpg,file2_postscapes-harbor-iot-infographics-compressor.txt,,,Buildings,25000000000,2014,,company
https://www.postscapes.com/wp-content/uploads/2018/03/postscapes-harbor-iot-infographics-compressor.jpg,file2_postscapes-harbor-iot-infographics-compressor.txt,,,home(consumer),180000000000,2017,,company
https://www.postscapes.com/wp-content/uploads/2018/03/postscapes-harbor-iot-infographics-compressor.jpg,file2_postscapes-harbor-iot-infographics-compressor.txt,,,"Body (Health)",18000000000,2017,,company
https://www.postscapes.com/wp-content/uploads/2018/03/postscapes-harbor-iot-infographics-compressor.jpg,file2_postscapes-harbor-iot-infographics-compressor.txt,,,"Transport (Mobility)",29000000000,2017,,company
https://www.postscapes.com/wp-content/uploads/2018/03/postscapes-harbor-iot-infographics-compressor.jpg,file2_postscapes-harbor-iot-infographics-compressor.txt,,," Cities (Industry)",129000000000,2017,,company
https://www.postscapes.com/wp-content/uploads/2018/03/postscapes-harbor-iot-infographics-compressor.jpg,file2_postscapes-harbor-iot-infographics-compressor.txt,,,Buildings,77000000000,2017,,company
https://www.postscapes.com/wp-content/uploads/2018/03/postscapes-harbor-iot-infographics-compressor.jpg,file2_postscapes-harbor-iot-infographics-compressor.txt,,,home(consumer),397000000000,2020,,company
https://www.postscapes.com/wp-content/uploads/2018/03/postscapes-harbor-iot-infographics-compressor.jpg,file2_postscapes-harbor-iot-infographics-compressor.txt,,,"Body (Health)",48000000000,2020,,company
https://www.postscapes.com/wp-content/uploads/2018/03/postscapes-harbor-iot-infographics-compressor.jpg,file2_postscapes-harbor-iot-infographics-compressor.txt,,,"Transport (Mobility)",76000000000,2020,,company
https://www.postscapes.com/wp-content/uploads/2018/03/postscapes-harbor-iot-infographics-compressor.jpg,file2_postscapes-harbor-iot-infographics-compressor.txt,,," Cities (Industry)",270000000000,2020,,company
https://www.postscapes.com/wp-content/uploads/2018/03/postscapes-harbor-iot-infographics-compressor.jpg,file2_postscapes-harbor-iot-infographics-compressor.txt,,,Buildings,210000000000,2020,,company
https://www.roboticsbusinessreview.com/wp-content/uploads/2018/04/seamgen-IOT-infographic-3-1.png,file4_seamgen-IOT-infographic-3-1.txt,device,20000000000,,,2020,2018,company
https://www.roboticsbusinessreview.com/wp-content/uploads/2018/04/seamgen-IOT-infographic-3-1.png,file4_seamgen-IOT-infographic-3-1.txt,device,1400000000000,,,2021,2018,company
https://www.roboticsbusinessreview.com/wp-content/uploads/2018/04/seamgen-IOT-infographic-3-1.png,file4_seamgen-IOT-infographic-3-1.txt,device,11000000000000,,,2025,2018,company
https://2w1rgr1gb8231dbubd4236ag-wpengine.netdna-ssl.com/wp-content/uploads/2016/05/how-the-internet-of-things-iot-is-sneaking-into-retail-stores.jpg,file7_how-the-internet-of-things-iot-is-sneaking-into-retail-stores.txt,,,"retail market",14000000000,2015,2015,"company (director Marketing)"
https://2w1rgr1gb8231dbubd4236ag-wpengine.netdna-ssl.com/wp-content/uploads/2016/05/how-the-internet-of-things-iot-is-sneaking-into-retail-stores.jpg,file7_how-the-internet-of-things-iot-is-sneaking-into-retail-stores.txt,,,"retail market",36000000000,2020,2015,"company (director Marketing)"
https://2w1rgr1gb8231dbubd4236ag-wpengine.netdna-ssl.com/wp-content/uploads/2016/05/how-the-internet-of-things-iot-is-sneaking-into-retail-stores.jpg,file7_how-the-internet-of-things-iot-is-sneaking-into-retail-stores.txt,device,6400000000,,,2016,2015,"company (director Marketing)"
https://2w1rgr1gb8231dbubd4236ag-wpengine.netdna-ssl.com/wp-content/uploads/2016/05/how-the-internet-of-things-iot-is-sneaking-into-retail-stores.jpg,file7_how-the-internet-of-things-iot-is-sneaking-into-retail-stores.txt,device,20800000000,,,2020,2015,"company (director Marketing)"
https://executivetechnology.files.wordpress.com/2016/06/iot-infographic-bi-jun-2016.png,file8_iot-infographic-bi-jun-2016.txt,device,24000000000,,,2020,,Blog
https://executivetechnology.files.wordpress.com/2016/06/iot-infographic-bi-jun-2016.png,file8_iot-infographic-bi-jun-2016.txt,"device (consumers)",5000000000,,,2020,2016,Blog
https://executivetechnology.files.wordpress.com/2016/06/iot-infographic-bi-jun-2016.png,file8_iot-infographic-bi-jun-2016.txt,"device (government)",7700000000,,,2020,2016,Blog
https://executivetechnology.files.wordpress.com/2016/06/iot-infographic-bi-jun-2016.png,file8_iot-infographic-bi-jun-2016.txt,"device (businesses)",11200000000,,,2020,2016,Blog
https://executivetechnology.files.wordpress.com/2016/06/iot-infographic-bi-jun-2016.png,file8_iot-infographic-bi-jun-2016.txt,,,consumers,400000000,2025,2016,Blog
https://executivetechnology.files.wordpress.com/2016/06/iot-infographic-bi-jun-2016.png,file8_iot-infographic-bi-jun-2016.txt,,,government,4700000000,2025,2016,Blog
https://executivetechnology.files.wordpress.com/2016/06/iot-infographic-bi-jun-2016.png,file8_iot-infographic-bi-jun-2016.txt,,,business,7600000000,2025,2016,Blog
https://i.pinimg.com/236x/9c/c9/01/9cc901112d09c6a3c37c2f186f88eda0--internet-of-things-the-internet.jpg,file10_9cc901112d09c6a3c37c2f186f88eda0--internet-of-things-the-internet.txt,smartphones,50000000000,revenue,2600000000000,2020,,
https://i.pinimg.com/236x/9c/c9/01/9cc901112d09c6a3c37c2f186f88eda0--internet-of-things-the-internet.jpg,file10_9cc901112d09c6a3c37c2f186f88eda0--internet-of-things-the-internet.txt,"intelligent systems",25000000000,,,2020,,
https://iotnews.asia/wp-content/uploads/2017/02/iot_infographic.jpg,file2_iot_infographic.txt,device,20000000000,amount,,2010,,journalist
https://iotnews.asia/wp-content/uploads/2017/02/iot_infographic.jpg,file2_iot_infographic.txt,device,50000000000,profit,14000000000000,2020,,
https://static1.squarespace.com/static/54060ee1e4b04db10d202cd6/t/59a450b3197aea9d17f0e111/1507771592550/iot-infographic.jpg,file1_iot-infographic.txt,device,30000000000,"average increase digital enterprises",1500000,2020,,
"URL: https://www.cloudmanagementsuite.com/wp-content/uploads/2018/03/Infographic-IoT-Report-Q1-2018-1.png","Infographic file: file4_Infographic-IoT-Report-Q1-2018-1.txt",device,2000000000,,,2006,2018,company
"URL: https://www.cloudmanagementsuite.com/wp-content/uploads/2018/03/Infographic-IoT-Report-Q1-2018-1.png","Infographic file: file4_Infographic-IoT-Report-Q1-2018-1.txt",device,60000000000,,,2016,2018,company
"URL: https://www.cloudmanagementsuite.com/wp-content/uploads/2018/03/Infographic-IoT-Report-Q1-2018-1.png","Infographic file: file4_Infographic-IoT-Report-Q1-2018-1.txt",device,8000000000,,,2018,2018,company
"URL: https://www.cloudmanagementsuite.com/wp-content/uploads/2018/03/Infographic-IoT-Report-Q1-2018-1.png","Infographic file: file4_Infographic-IoT-Report-Q1-2018-1.txt",device,20000000000,,,2020,2018,company
"URL: https://www.cloudmanagementsuite.com/wp-content/uploads/2018/03/Infographic-IoT-Report-Q1-2018-1.png","Infographic file: file4_Infographic-IoT-Report-Q1-2018-1.txt",device,,investigation,134000000000,2022,2018,company
